,x_position,y_position,linear_velocity,angular_velocity,value_function,iterations
0,-0.666638204767446,-0.5136384280982793,0.5424528033093723,1.670926311227974,3.9655548690688893,27.0
1,-0.5869392861684881,-0.48642339364626475,0.41232984160680164,1.5290554253195423,3.5800672467992585,28.0
2,0.6106661547420786,-0.849391982560959,0.34332468012553713,-2.558561872835651,7.774026493101618,44.0
3,0.1309331226953494,0.007158830350351364,-0.2888974364173558,0.00543102760638478,0.0396270229358264,2.0
4,-0.1899115016448547,1.7491855223805495,-2.56524281824982,-4.5554347431154145,21.948115581289656,63.0
5,0.4129597485737089,0.3097585292917151,-0.5339950829773836,0.785192859067809,1.7137266932927155,18.0
6,0.3473373711028451,1.8926442889372408,2.2187391105425065,5.0556332744895895,23.79114895856975,53.0
7,-0.7641794634863657,-0.19778606737151017,1.52778745047375,0.6595020405015818,1.7873010204001603,9.0
8,1.285924095972334,1.6569684857003673,-0.6775750792305971,4.6583154280878585,19.603454021009963,24.0
9,0.7505697578769224,1.5805916019418549,0.8473736759460538,4.444813400411306,17.974403921662404,45.0
10,-0.6258262378965336,1.8698552495766572,-1.4083201186314909,-5.102833972332816,22.736321141768297,50.0
11,-0.7224285556753174,0.9217746076612576,-0.15632362120820636,-2.8225297533694524,8.716492465850008,40.0
12,1.253833245862613,-1.4864439906000322,-0.7214230800422304,-4.2883487982566875,17.028456520772693,31.0
13,-1.7781476526132978,-1.21058584457912,2.558836156374094,3.5695344077652438,15.561455120230898,20.0
14,1.7024757820448395,1.0122533040849058,-2.576397720394305,3.1210000155638533,12.850437626149471,19.0
15,-1.6692491515871133,-1.0734424401543659,2.401673220123586,3.278476182005248,13.342108688337445,20.0
16,0.870775181537909,-1.5354928734052569,0.45831497563325296,-4.371030609328968,17.260953107602255,41.0
17,-0.7282187480919853,0.7828704329154068,0.10485979801414057,-2.468506991303775,7.0159584179051215,36.0
18,-0.6759119461594054,-1.8441817400232634,-1.2480651796333098,5.053238340340002,22.238730733905047,45.0
19,1.268540049972864,1.4469775447298245,-0.8012020234388622,4.199754253955562,16.5052880885424,31.0
20,-1.3757796841357537,1.773124235878097,0.8628253471081299,-4.891041396786385,21.602421974502292,22.0
21,-0.16378911159995257,-0.1110152367247661,0.3410367808616405,0.10803962434807696,0.24907568634347477,6.0
22,0.11999159720267749,-0.3600878489206931,0.03947072569307741,-0.41194795534938455,2.0099528765356456,38.0
23,-1.9150615659407957,-0.6872641636563768,3.610863730620223,2.2027388899296922,11.215094744581311,12.0
24,0.0641755172460885,1.1548923242067064,2.227674202556285,2.63426999201527,12.997465456577384,64.0
25,-1.2276195100947744,-0.9164979716994137,1.321068852381591,2.9511051651881526,9.61269027065949,24.0
