,x_position,y_position,z_position,linear_velocity,angular_velocity,value_function,iterations
0,1.6033658864456435,-1.3422899827871317,0.0,-1.9025463655959254,-3.915088458411495,16.290350233096746,24.0
1,-0.12272524281880393,1.6262811254684555,0.0,-2.6489459709481094,-4.1322333386534815,20.192873691920802,73.0
2,0.8054067144647867,0.6849727818123659,0.0,-0.516666363250179,2.246192383255987,5.99267157500199,29.0
3,0.40065023990197957,-1.7222669268152215,0.0,1.9587526553257262,-4.637363646686107,20.804260615329163,61.0
4,-0.7749804175474859,1.381801709932441,0.0,-0.5974995789843729,-3.9780814248908407,14.991151097183142,43.0
5,-0.19546614561447817,-0.7883085637893912,0.0,-1.2550841646616462,1.8567035510299978,7.3538658312054075,57.0
6,-0.6381811591897262,1.5629509392459358,0.0,-1.1587540409222008,-4.359345039118424,17.80511374080045,50.0
7,1.7926638784282731,-1.8713639093963812,0.0,-2.0348828331511433,-4.96673556614122,24.747322497126873,22.0
8,0.11802931097576175,1.3542662682945699,0.0,2.37651302619401,3.3232935838650426,15.868544418035187,84.0
9,-1.8390348039459283,-1.4659160187436113,0.0,2.4816063762610607,4.115346478118941,19.15142920378252,23.0
10,0.5352651889522699,1.260921870327244,0.0,1.1517430028836058,3.542159181046317,13.416793038718684,55.0
11,-0.15052293810999062,-1.7772921741715737,0.0,-2.6934788533627465,4.6006964562788735,22.576032631546653,67.0
12,-1.5405488094333217,0.29951575888953896,0.0,3.195344926272006,-1.075104432521916,6.0672059737808635,8.0
13,1.4135237061791626,-0.16675841180838802,0.0,-3.0447197858501704,-0.6132426403231557,4.758776064265625,6.0
14,-0.07980531374680067,-0.7054280500096928,0.0,-1.2799384846714283,1.370640597235242,6.4408505968454595,69.0
15,-1.2763640825034595,-1.0463531515897972,0.0,1.2773508838318552,3.272833824149195,11.290335985430465,25.0
16,1.3762241001419258,-0.4618733405515958,0.0,-2.5357649335133994,-1.6414629716141504,6.005590736471096,12.0
